kepoi_name,disposition,period,time0bk,duration,depth,ingress,impact,kepid
K02579.02,CANDIDATE,3.596523,132.761680,2.435000,164.000000,0.165000,0.900000,9896018
K02579.03,CANDIDATE,10.301476,134.881500,4.109000,169.100000,0.048000,0.000000,9896018
K02580.01,CANDIDATE,3.116082,133.846800,1.625300,350.000000,0.000000,0.260000,11037511
K02581.01,CANDIDATE,12.736720,136.033400,4.209000,105.000000,0.000000,0.650000,11818872
K02582.01,CANDIDATE,40.032520,148.842200,4.937700,233.000000,0.000000,0.907000,11771430
K02583.01,CANDIDATE,3.032802,134.049700,2.560300,41.000000,0.000000,0.957000,10387742
K02584.01,FALSE POSITIVE,157.858000,137.679160,14.107300,166.000000,0.000000,0.316200,10663411
K02585.01,CONFIRMED,5.341788,136.320700,3.673500,70.000000,0.000000,0.030000,7673841
K02585.02,CONFIRMED,10.423120,135.149630,1.865000,77.500000,0.017000,0.310000,7673841
K02585.03,CANDIDATE,7.878446,138.581720,3.765000,46.260000,0.024000,0.100000,7673841
K02586.01,CANDIDATE,2.131925,133.658500,1.726600,277.000000,0.000000,0.510000,9827149
K02586.02,FALSE POSITIVE,5.971080,356.515000,2.400800,186.000000,0.000000,0.520000,9827149
K02587.01,CANDIDATE,12.947710,139.378000,8.575400,207.000000,0.000000,0.890000,5546691
K02588.01,CANDIDATE,5.779572,136.525800,2.131700,435.000000,0.000000,0.380000,12156347
K02589.01,CANDIDATE,0.664082,133.401400,1.205400,253.000000,0.000000,0.690000,10468885
K02590.01,FALSE POSITIVE,11.749020,135.682500,4.096500,38.000000,0.000000,0.640000,12016267
K02590.02,CANDIDATE,22.791043,134.427800,9.221000,45.100000,0.104000,0.650000,12016267
K02591.01,FALSE POSITIVE,0.755109,132.563300,3.124500,114.000000,0.000000,0.120000,5513897
K02592.01,CANDIDATE,175.609000,202.368000,8.667400,500.000000,0.000000,0.440000,6765135
K02593.01,CANDIDATE,14.797630,142.737900,6.357300,58.000000,0.000000,0.320000,8212002
K02594.01,CANDIDATE,11.254500,136.882000,4.913800,488.000000,0.000000,0.470000,8004903
K02595.01,CONFIRMED,9.182520,134.047800,4.422200,84.000000,0.000000,0.888000,8883329
K02595.02,CONFIRMED,14.613600,140.408000,5.406200,112.000000,0.000000,0.876000,8883329
K02596.01,FALSE POSITIVE,119.681700,176.117000,5.666400,768.000000,0.000000,1.210000,3644653
K02597.01,CONFIRMED,8.005470,138.703100,3.290300,194.000000,0.000000,0.710000,12120307
K02597.02,CONFIRMED,12.131230,139.879500,3.938300,213.000000,0.000000,0.680000,12120307
K02597.03,CANDIDATE,5.613500,131.820800,2.827300,136.000000,0.000000,0.730000,12120307
K02598.01,CANDIDATE,29.226040,143.983000,5.251700,167.000000,0.000000,0.520000,7446631
K02599.01,FALSE POSITIVE,25.324970,138.445300,30.658000,419.000000,0.000000,0.030000,10664416
K02600.01,FALSE POSITIVE,1.332557,132.055500,3.655700,126.000000,0.000000,0.520000,9777251
K02601.01,CANDIDATE,2.622250,131.853400,3.226800,50.000000,0.000000,0.660000,7531677
K02602.01,CANDIDATE,11.476850,139.637500,3.293700,201.000000,0.000000,0.590000,10068659
K02603.01,CANDIDATE,73.698400,202.851000,11.489700,113.000000,0.000000,0.848000,2443393
K02604.01,CANDIDATE,14.433250,143.612700,2.337500,438.000000,0.000000,0.140000,9019191
K02605.01,FALSE POSITIVE,0.933738,131.520800,4.909200,413.000000,0.000000,0.018000,10407221
K02606.01,FALSE POSITIVE,6.097377,133.322000,3.320800,402.000000,0.000000,0.310000,5991936
K02607.01,CANDIDATE,0.754455,134.981670,0.795800,207.000000,0.000000,0.840000,5095635
K02608.01,CANDIDATE,2.761210,131.609000,3.934500,83.000000,0.000000,0.908000,6269070
K02609.01,FALSE POSITIVE,5.597253,131.867200,1.813800,187.000000,0.000000,0.030000,6705137
K02610.01,CANDIDATE,24.106080,145.978000,10.020900,92.000000,0.000000,0.190000,2305866
K02610.02,CANDIDATE,115.228850,176.640000,15.580000,155.000000,0.180000,0.100000,2305866
K02611.01,FALSE POSITIVE,1.228725,133.497100,1.116900,539.000000,0.000000,0.030000,8885673
K02612.01,CANDIDATE,4.612264,133.858800,2.726000,32.000000,0.000000,0.330000,9602613
K02612.02,CANDIDATE,7.573056,131.938200,2.616400,34.000000,0.000000,0.700000,9602613
K02613.01,CANDIDATE,51.573940,158.061200,2.662300,953.000000,0.000000,0.810000,9712350
K02614.01,FALSE POSITIVE,7.990251,132.268100,3.213700,181.000000,0.000000,0.940000,5807769
K02615.01,CANDIDATE,4.695153,133.931700,2.861900,279.000000,0.000000,0.690000,8025596
K02616.01,FALSE POSITIVE,0.569116,132.018790,2.811500,3462.000000,0.000000,1.335000,5956787
K02617.01,CANDIDATE,8.629890,139.599600,3.430100,308.000000,0.000000,0.640000,4915638
K02618.01,FALSE POSITIVE,12.491349,136.310600,2.560900,224.000000,0.000000,0.290000,6351097
K02619.01,CANDIDATE,3.276450,131.979800,2.477600,339.000000,0.000000,0.830000,8081905
K02620.01,CANDIDATE,16.057270,132.393600,3.395800,739.000000,0.000000,0.180000,11465950
K02621.01,FALSE POSITIVE,8.443265,136.265400,3.539800,374.000000,0.000000,0.060000,9996632
K02622.01,FALSE POSITIVE,0.328689,132.767240,0.845800,189.000000,0.000000,0.860000,10527135
K02623.01,CANDIDATE,5.576610,136.426800,4.025600,60.000000,0.000000,0.570000,10916600
K02624.01,CANDIDATE,115.687900,246.979000,5.278300,902.000000,0.000000,0.790000,8429314
K02625.01,CANDIDATE,3.813668,132.576400,1.888700,308.000000,0.000000,0.870000,9153570
K02626.01,CANDIDATE,38.098240,139.996300,3.140600,818.000000,0.000000,0.290000,11768142
K02627.01,CANDIDATE,8.384690,134.386000,4.265200,126.000000,0.000000,0.260000,6124512
K02628.01,CANDIDATE,1.681873,133.080000,2.850000,93.000000,0.000000,0.831000,10070468
K02629.01,FALSE POSITIVE,8.590040,131.968800,6.287500,299.000000,0.000000,0.880000,10031656
K02630.01,FALSE POSITIVE,4.175069,134.158400,4.250800,41.000000,0.000000,0.320000,11495766
K02631.01,CANDIDATE,44.999500,160.225000,8.610800,152.000000,0.000000,0.758000,7584650
K02631.02,FALSE POSITIVE,3.953830,133.418000,2.365000,48.000000,0.000000,0.921000,7584650
K02632.01,CANDIDATE,7.128260,136.871100,5.451600,47.000000,0.000000,0.845000,11337566
K02633.01,FALSE POSITIVE,29.715710,151.714700,29.922000,124.000000,0.000000,0.031000,11769801
K02634.01,CANDIDATE,19.939900,142.349100,3.911700,823.000000,0.000000,0.560000,1995519
K02635.01,CANDIDATE,22.241380,144.735000,7.451900,68.000000,0.000000,0.890000,4914566
K02636.01,CANDIDATE,3.881501,135.117800,2.867100,38.000000,0.000000,0.120000,6198182
K02637.01,CANDIDATE,3.990180,134.780000,2.785200,66.000000,0.000000,0.260000,9574179
K02638.01,CANDIDATE,2.524074,133.850800,1.167300,282.000000,0.000000,0.660000,6211812
K02639.01,CANDIDATE,25.092300,146.444000,6.652900,524.000000,0.000000,0.908000,11391755
K02639.02,CANDIDATE,2.121110,170.850000,1.575400,218.000000,0.000000,1.000000,11391755
K02640.01,CANDIDATE,33.180900,136.482000,15.241600,444.000000,0.000000,0.732000,9088780
K02641.01,CANDIDATE,3.555863,132.712800,3.561500,68.000000,0.000000,0.957000,8894646
K02642.01,FALSE POSITIVE,15.050298,141.533800,1.982700,698.000000,0.000000,0.980000,12061096
K02643.01,FALSE POSITIVE,9.082386,139.650300,2.011800,318.000000,0.000000,0.480000,6933567
K02644.01,FALSE POSITIVE,0.790540,131.876660,1.099500,478.000000,0.000000,0.018000,9993529
K02645.01,FALSE POSITIVE,1.705781,133.155300,1.480600,386.000000,0.000000,0.620000,11303815
K02646.01,FALSE POSITIVE,0.532089,131.911160,2.272600,374.000000,0.000000,0.022000,6044553
K02647.01,CANDIDATE,8.839150,135.550100,1.875200,282.000000,0.000000,0.260000,11962284
K02648.01,FALSE POSITIVE,0.631798,132.537400,1.139100,163.000000,0.000000,0.580000,2573056
K02649.01,CANDIDATE,7.561207,135.640500,2.905400,188.000000,0.000000,0.030000,6842682
K02650.01,CONFIRMED,34.988040,144.232200,4.386000,595.000000,0.000000,0.420000,8890150
K02650.02,CONFIRMED,7.054410,136.187200,1.659900,357.000000,0.000000,0.820000,8890150
K02651.01,FALSE POSITIVE,6.383203,132.298600,1.723800,984.000000,0.000000,0.030000,11752908
K02652.01,CANDIDATE,16.128220,143.779400,5.561400,365.000000,0.000000,0.884000,4346178
K02653.01,FALSE POSITIVE,1.710273,131.621900,2.410600,259.000000,0.000000,0.040000,6525193
K02654.01,CANDIDATE,13.563150,140.652000,5.906300,339.000000,0.000000,0.751000,9664142
K02655.01,CANDIDATE,16.295710,133.912100,2.216500,370.000000,0.000000,0.740000,10018233
K02656.01,CANDIDATE,6.773890,138.070000,4.120200,126.000000,0.000000,0.040000,8636539
K02657.01,CANDIDATE,5.224152,132.846900,2.836300,52.000000,0.000000,0.560000,9283156
K02658.01,CANDIDATE,11.659750,140.638200,3.969800,135.000000,0.000000,0.560000,8547429
K02659.01,CANDIDATE,89.460600,170.876000,8.480800,243.000000,0.000000,0.970000,8803882
K02660.01,CANDIDATE,18.016600,145.239100,4.042100,562.000000,0.000000,0.870000,9893318
K02661.01,FALSE POSITIVE,65.227900,159.110000,7.005600,123.000000,0.000000,0.840000,6866251
K02662.01,CANDIDATE,2.104316,133.317400,1.139100,275.000000,0.000000,0.880000,3426367
K02663.01,FALSE POSITIVE,9.887440,139.523100,4.211300,69.000000,0.000000,0.420000,7762723
K02664.01,CANDIDATE,28.841790,143.838700,2.481300,760.000000,0.000000,0.012500,5562090
K02665.01,FALSE POSITIVE,1.112207,131.850900,1.336500,57.000000,0.000000,0.640000,12110786
K02666.01,CANDIDATE,64.046400,158.984200,6.397000,758.000000,0.000000,0.820000,5342061
K02667.01,FALSE POSITIVE,1.303573,133.076100,1.039000,271.000000,0.000000,0.550000,3654095
K02668.01,CANDIDATE,0.679361,132.850270,1.372900,238.000000,0.000000,0.643000,5513012
K02669.01,FALSE POSITIVE,213.616643,141.642970,10.630700,123561.000000,0.000000,1.210000,11761199
K02670.01,FALSE POSITIVE,170.867660,299.654040,15.667600,30550.000000,0.000000,0.657000,8074805
K02671.01,FALSE POSITIVE,21.476429,149.261010,5.416200,105807.000000,0.000000,0.150000,2437505
K02671.02,FALSE POSITIVE,17.550780,133.952000,3.733500,4421.000000,0.000000,0.900000,2437505
K02672.01,CONFIRMED,88.516580,182.652590,6.874800,2743.000000,0.000000,0.015000,11253827
K02672.02,CONFIRMED,42.990660,162.511760,4.704700,1134.000000,0.000000,0.480000,11253827
K02673.01,FALSE POSITIVE,4.593600,134.888120,2.557700,47245.000000,0.000000,1.020000,10747445
K02674.01,CANDIDATE,197.510340,272.387800,10.675500,2717.000000,0.000000,0.820000,8022489
K02674.02,CANDIDATE,11.172680,140.006700,6.151300,88.000000,0.000000,0.880000,8022489
K02674.03,CANDIDATE,2.535740,133.013500,3.959900,70.000000,0.000000,0.240000,8022489
K02675.01,CANDIDATE,5.448325,132.489300,2.233500,532.000000,0.000000,0.780000,5794570
K02675.02,CANDIDATE,1.116132,131.845600,1.344800,121.000000,0.000000,0.390000,5794570
K02676.01,FALSE POSITIVE,195.611500,167.746500,21.097000,1971.000000,0.000000,0.880000,5649325
K02677.01,CANDIDATE,237.788200,196.968500,8.515200,1583.000000,0.000000,0.949000,9958387
K02678.01,CANDIDATE,3.833092,131.633400,1.607200,462.000000,0.000000,0.920000,6779260
K02679.01,CANDIDATE,110.755760,144.802600,6.344700,8135.000000,0.000000,0.920000,6716021
K02680.01,CANDIDATE,14.407937,142.026500,2.059800,3199.000000,0.000000,0.940000,8326342
K02681.01,CONFIRMED,135.497970,233.691700,6.131400,5609.000000,0.000000,0.810000,6878240
K02681.02,CONFIRMED,22.250880,149.432900,1.679000,707.000000,0.000000,0.930000,6878240
K02682.01,CANDIDATE,8.531613,136.277600,3.674500,82022.000000,0.000000,0.850000,2436378
K02683.01,CANDIDATE,126.446160,166.495100,16.930700,3354.000000,0.000000,0.030000,7899070
K02684.01,FALSE POSITIVE,2.873662,132.583400,1.826600,191.000000,0.000000,1.020000,4035667
K02685.01,FALSE POSITIVE,2.846512,133.244400,3.292600,3769.000000,0.000000,0.910000,9612825
K02686.01,CANDIDATE,211.038140,279.113500,8.012600,1998.000000,0.000000,0.920000,7826659
K02687.01,CANDIDATE,1.716833,132.029800,2.111100,62.000000,0.000000,0.910000,7202957
K02687.02,CANDIDATE,8.167335,136.203400,3.415900,106.000000,0.000000,0.950000,7202957
K02688.01,CANDIDATE,5.424747,133.728800,1.629000,7889.000000,0.000000,0.970000,8892303
K02689.01,CANDIDATE,165.344580,174.295900,4.364700,4361.000000,0.000000,1.310000,10265602
K02690.01,CANDIDATE,3.606942,134.773310,1.192400,431.000000,0.000000,0.930000,5369827
K02691.01,CANDIDATE,97.455300,204.811400,7.066200,2147.000000,0.000000,0.573000,4552729
K02692.01,FALSE POSITIVE,1.257689,132.503210,0.996000,1052.000000,0.000000,0.790000,2989706
K02693.01,CONFIRMED,4.081415,133.858600,2.201400,161.000000,0.000000,0.450000,5185897
K02693.02,CONFIRMED,11.419409,142.118400,3.201100,170.000000,0.000000,0.910000,5185897
K02693.03,CANDIDATE,6.834378,136.862200,2.154800,176.000000,0.000000,0.200000,5185897
K02694.01,CANDIDATE,0.843380,131.965420,1.436300,356.000000,0.000000,0.700000,9475552
K02694.02,CANDIDATE,6.566075,134.493500,1.848700,433.000000,0.000000,0.520000,9475552
K02695.01,FALSE POSITIVE,2.503418,131.946900,1.280400,1304.000000,0.000000,1.040000,5196864
K02696.01,CANDIDATE,96.457520,214.745700,10.955600,943.000000,0.000000,0.710000,11071200
K02696.02,CANDIDATE,44.564450,143.431400,7.598600,360.000000,0.000000,0.840000,11071200
K02697.01,FALSE POSITIVE,7.374518,131.561100,3.385900,460.000000,0.000000,1.050000,6627507
K02698.01,CANDIDATE,87.972940,168.292500,14.749600,1043.000000,0.000000,0.550000,5128673
K02699.01,CANDIDATE,0.568876,132.046320,1.211500,348.000000,0.000000,0.330000,6690836
K02700.01,CANDIDATE,0.910023,131.993900,2.085100,404.000000,0.000000,0.070000,8639908
K02701.01,FALSE POSITIVE,22.023599,135.181100,2.079100,1943.000000,0.000000,0.940000,5481148
K02702.01,FALSE POSITIVE,75.378220,167.121000,4.488400,547.000000,0.000000,0.030000,6307063
K02703.01,CANDIDATE,213.256700,268.138300,7.841000,1943.000000,0.000000,0.030000,5871985
K02704.01,CANDIDATE,4.871229,133.640800,1.937200,12459.000000,0.000000,0.180000,9730163
K02704.02,CANDIDATE,2.984151,133.119400,1.499000,5045.000000,0.000000,0.550000,9730163
K02705.01,CANDIDATE,2.886763,131.665200,1.013300,668.000000,0.000000,1.000000,11453592
K02706.01,CANDIDATE,3.097589,131.555800,4.750300,87.000000,0.000000,0.400000,9697131
K02707.01,CONFIRMED,58.034380,138.734500,5.609900,886.000000,0.000000,0.840000,5480640
K02707.02,CONFIRMED,14.425160,136.756900,3.756400,226.000000,0.000000,0.810000,5480640
K02707.03,CONFIRMED,26.675680,149.998800,2.857800,487.000000,0.000000,0.950000,5480640
K02708.01,CANDIDATE,0.868386,132.066450,1.079000,546.000000,0.000000,0.270000,5175986
K02709.01,FALSE POSITIVE,15.412528,144.979100,2.943900,786.000000,0.000000,0.280000,4180401
K02710.01,FALSE POSITIVE,1.110599,131.571770,1.373400,194.000000,0.000000,0.600000,6350476
K02711.01,CONFIRMED,9.024391,133.538600,3.204300,221.000000,0.000000,0.670000,5272233
K02711.02,CONFIRMED,17.340950,138.963600,3.559200,170.000000,0.000000,0.940000,5272233
K02712.01,CANDIDATE,7.507877,138.704300,5.252500,160.000000,0.000000,0.840000,11098013
K02713.01,FALSE POSITIVE,21.391146,141.295400,3.500500,630.000000,0.000000,0.030000,5443604
K02714.01,CONFIRMED,14.383370,140.555100,8.428300,153.000000,0.000000,0.040000,12206313
K02714.02,CONFIRMED,47.323820,170.046200,9.775400,227.000000,0.000000,0.050000,12206313
K02714.03,CANDIDATE,184.261169,255.227130,11.740000,305.500000,0.250000,0.500000,12206313
K02715.01,CANDIDATE,11.128312,139.540400,2.882700,7689.000000,0.000000,0.770000,9837661
K02715.02,CANDIDATE,2.226494,133.373300,1.782200,2358.000000,0.000000,0.690000,9837661
K02715.03,CANDIDATE,5.720856,134.663600,2.775600,1643.000000,0.000000,0.780000,9837661
K02716.01,CANDIDATE,0.962868,132.122000,1.696900,335.000000,0.000000,0.140000,9092504
K02716.02,CANDIDATE,6.460056,135.966300,1.942200,429.000000,0.000000,0.780000,9092504
K02717.01,CANDIDATE,0.929908,132.249340,1.781600,116.000000,0.000000,0.910000,9467404
K02718.01,FALSE POSITIVE,0.784511,131.987820,1.867800,477.000000,0.000000,0.220000,5308666
K02719.01,CANDIDATE,4.115847,134.118400,1.498800,438.000000,0.000000,0.950000,5184911
K02719.02,FALSE POSITIVE,106.261969,132.235860,6.620000,503.200000,0.310000,0.740000,5184911
K02720.01,CANDIDATE,6.571477,132.754200,3.072800,58.000000,0.000000,0.400000,8176564
K02721.01,CANDIDATE,33.878540,160.217300,5.460400,725.000000,0.000000,0.660000,6587105
K02722.01,CONFIRMED,6.124833,134.934200,3.484200,141.000000,0.000000,0.260000,7673192
K02722.02,CONFIRMED,11.242840,136.320700,4.112700,134.000000,0.000000,0.370000,7673192
K02722.03,CONFIRMED,4.028742,133.770400,2.994700,90.000000,0.000000,0.300000,7673192
K02722.04,CONFIRMED,8.921049,137.496300,3.901400,117.000000,0.000000,0.300000,7673192
K02722.05,CANDIDATE,16.533970,135.405800,4.173000,89.250000,0.110000,0.800000,7673192
K02723.01,CANDIDATE,1.952709,133.160800,0.884200,412.000000,0.000000,0.920000,3346154
K02724.01,FALSE POSITIVE,0.620741,132.101000,1.729700,101.000000,0.000000,0.690000,5308387
K02725.01,FALSE POSITIVE,0.587467,131.498370,2.834500,208.000000,0.000000,1.159000,6233573
K02726.01,FALSE POSITIVE,0.934926,132.177190,2.177300,84.000000,0.000000,0.024000,10363281
K02727.01,FALSE POSITIVE,25.705580,156.666200,5.967000,295.000000,0.000000,0.030000,4861527
K02728.01,CANDIDATE,42.351130,131.626600,7.767800,620.000000,0.000000,0.790000,4178606
K02729.01,CANDIDATE,14.888110,141.931100,4.982000,252.000000,0.000000,0.370000,12008872
K02730.01,CANDIDATE,4.521577,133.219900,3.541900,115.000000,0.000000,0.690000,8415200
K02731.01,FALSE POSITIVE,2.007760,132.576000,2.080400,514.000000,0.000000,0.030000,4072333
K02732.01,CONFIRMED,7.031417,134.454900,5.859500,92.000000,0.000000,0.260000,9886361
K02732.02,CANDIDATE,13.611688,144.169960,7.745000,98.270000,0.076000,0.280000,9886361
K02732.03,CONFIRMED,54.280910,140.716000,5.416600,152.000000,0.000000,0.610000,9886361
K02732.04,CANDIDATE,24.559983,146.831100,7.649000,63.390000,0.060000,0.100000,9886361
K02733.01,CANDIDATE,5.620047,132.954200,2.450000,217.000000,0.000000,1.000000,5953297
K02734.01,CANDIDATE,3.825904,132.199400,1.638400,888.000000,0.000000,0.960000,7659389
K02735.01,CANDIDATE,0.558841,131.579880,0.840600,290.000000,0.000000,0.480000,9472074
K02736.01,CANDIDATE,9.336445,140.681000,2.322000,1009.000000,0.000000,0.710000,10842192
K02737.01,FALSE POSITIVE,0.526617,131.495810,1.129000,60.000000,0.000000,0.440000,6614629
K02738.01,FALSE POSITIVE,0.690407,131.728670,1.712600,218.000000,0.000000,0.100000,6630943
K02739.01,CANDIDATE,10.107674,135.109100,3.667500,324.000000,0.000000,0.860000,4831728
K02739.02,CANDIDATE,7.095693,134.994600,3.361700,112.000000,0.000000,0.120000,4831728
K02740.01,FALSE POSITIVE,1.844866,132.158300,1.716200,100.000000,0.000000,0.300000,3336765
K02741.01,FALSE POSITIVE,0.755102,131.814300,3.021800,52.000000,0.000000,0.090000,5513893
K02742.01,CANDIDATE,0.789162,131.503900,0.926300,236.000000,0.000000,0.650000,5980208
K02743.01,CANDIDATE,11.874578,140.210700,2.005500,232.000000,0.000000,0.360000,8095441
K02744.01,CANDIDATE,109.648110,190.669600,6.261000,1122.000000,0.000000,0.020000,5881813
K02744.02,CANDIDATE,11.615278,131.987370,2.320000,188.900000,0.140000,0.880000,5881813
K02745.01,CANDIDATE,15.645864,146.048800,4.044400,646.000000,0.000000,0.220000,12456601
K02746.01,FALSE POSITIVE,69.200940,145.945800,3.830100,2080.000000,0.000000,1.180000,5302643
K02747.01,CANDIDATE,6.264070,132.828100,2.427400,444.000000,0.000000,0.650000,6586746
K02748.01,CANDIDATE,23.198990,142.611500,10.149900,250.000000,0.000000,0.030000,9962455
K02748.02,CANDIDATE,5.777213,137.165800,2.486700,146.000000,0.000000,0.930000,9962455
K02749.01,FALSE POSITIVE,0.905039,132.214400,1.413400,33.000000,0.000000,0.022000,8687088
K02750.01,CANDIDATE,174.633000,184.532700,15.752100,3058.000000,0.000000,0.029000,3663173
K02751.01,CANDIDATE,24.400150,135.630600,2.774000,967.000000,0.000000,0.910000,9881077
K02752.01,FALSE POSITIVE,1.287625,132.428700,0.897800,50.000000,0.000000,0.840000,5717567
K02753.01,CANDIDATE,0.935119,132.196600,1.718200,67.000000,0.000000,0.310000,6265792
K02754.01,CANDIDATE,1.341561,132.735300,1.633400,59.000000,0.000000,0.690000,10905911
K02755.01,CANDIDATE,8.482949,132.968400,2.488300,75.000000,0.000000,0.650000,3545135
K02756.01,CANDIDATE,0.665025,131.658700,1.765300,109.000000,0.000000,0.370000,6964929
K02757.01,CANDIDATE,234.635600,172.644700,7.435200,952.000000,0.000000,0.740000,6432345
K02758.01,CANDIDATE,253.352900,235.766100,25.332600,1528.000000,0.000000,0.938000,8703129
K02759.01,CANDIDATE,1.078086,132.035230,0.928800,155.000000,0.000000,0.180000,11076400
K02760.01,CANDIDATE,56.573720,146.571500,4.024600,675.000000,0.000000,0.927000,7877978
K02761.01,FALSE POSITIVE,1.846850,131.907500,1.715100,585.000000,0.000000,0.320000,7903086
K02762.01,CANDIDATE,132.995500,258.391300,7.178400,1142.000000,0.000000,0.170000,8210018
K02763.01,CANDIDATE,0.498433,131.571500,1.021700,243.000000,0.000000,0.540000,3834322
K02764.01,CANDIDATE,2.252975,132.239000,1.623000,537.000000,0.000000,0.920000,10073672
K02765.01,FALSE POSITIVE,2.755038,133.425300,3.444900,83.000000,0.000000,0.080000,11188249
K02766.01,FALSE POSITIVE,1.572177,131.776300,4.119600,330.000000,0.000000,0.019000,4677282
K02767.01,FALSE POSITIVE,1.288068,131.987100,3.727900,104.000000,0.000000,0.031000,5097470
K02768.01,CONFIRMED,11.829130,137.686000,2.634600,265.000000,0.000000,0.210000,9008737
K02768.02,CONFIRMED,14.751220,137.157900,2.272100,226.000000,0.000000,0.610000,9008737
K02768.03,FALSE POSITIVE,11.833696,137.543630,2.463000,401.800000,0.060000,0.500000,9008737
K02769.01,FALSE POSITIVE,1.480319,131.756300,2.067000,141.000000,0.000000,0.430000,9692128
K02770.01,CANDIDATE,205.383100,284.194100,8.587100,1230.000000,0.000000,0.650000,10917043
K02771.01,FALSE POSITIVE,0.814282,131.646750,2.512100,199.000000,0.000000,0.029000,11456382
K02772.01,FALSE POSITIVE,0.643470,131.836200,1.216800,143.000000,0.000000,0.650000,11966253
K02773.01,FALSE POSITIVE,0.878853,131.495000,1.087500,314.000000,0.000000,0.840000,3130548
K02774.01,FALSE POSITIVE,2.494302,133.617200,2.300700,30602.000000,0.000000,0.730000,9593757
K02775.01,CANDIDATE,17.576925,137.732200,1.793600,738.000000,0.000000,1.000000,6346809
K02776.01,FALSE POSITIVE,1.006520,131.716300,1.170600,146.000000,0.000000,0.440000,4275117
K02777.01,FALSE POSITIVE,1.995645,132.863500,4.673500,229.000000,0.000000,0.160000,6545051
K02778.01,CANDIDATE,2.215710,131.821900,2.002800,345.000000,0.000000,0.610000,7769819
K02779.01,CANDIDATE,34.457810,147.843500,7.516900,604.000000,0.000000,0.030000,11874577
K02780.01,CANDIDATE,3.351824,131.647500,2.000800,429.000000,0.000000,0.780000,12164564
K02781.01,FALSE POSITIVE,1.615723,131.706100,2.899600,46.000000,0.000000,0.029000,8190354
K02782.01,FALSE POSITIVE,112.643700,183.018900,5.850400,1758.000000,0.000000,0.410000,10275805
K02783.01,FALSE POSITIVE,0.526888,131.864860,1.289300,161.000000,0.000000,0.025000,5709889
K02784.01,FALSE POSITIVE,4.142435,132.906600,2.592900,65.000000,0.000000,0.750000,3119256
K02785.01,CANDIDATE,4.768313,134.860800,3.290800,249.000000,0.000000,0.110000,10001368
K02786.01,CANDIDATE,44.617310,164.439100,7.888200,271.000000,0.000000,0.880000,9466429
K02787.01,FALSE POSITIVE,1.714409,131.865300,3.567100,65.000000,0.000000,0.210000,4365442
K02788.01,FALSE POSITIVE,0.777665,131.522940,1.221300,205.000000,0.000000,0.670000,9943435
K02789.01,CANDIDATE,3.401648,132.061500,1.866500,177.000000,0.000000,0.900000,8885643
K02790.01,CANDIDATE,14.009463,132.971700,3.470200,174.000000,0.000000,0.200000,5652893
K02791.01,CANDIDATE,27.572400,145.389000,5.171700,312.000000,0.000000,0.100000,11662184
K02792.01,CANDIDATE,2.128248,132.469300,3.395700,27.000000,0.000000,0.400000,11127479
K02793.01,CANDIDATE,4.496850,134.207300,1.851000,2243.000000,0.000000,0.330000,9823519
K02793.02,CANDIDATE,1.766791,133.081900,1.363700,1145.000000,0.000000,0.270000,9823519
K02794.01,FALSE POSITIVE,0.703399,131.659040,0.827100,414.000000,0.000000,0.240000,5428668
K02795.01,CANDIDATE,2.535532,132.188400,5.608300,614.000000,0.000000,0.020000,5041569
K02796.01,CANDIDATE,0.537413,131.492200,1.202200,104.000000,0.000000,0.750000,11246161
K02797.01,CANDIDATE,0.868122,131.831900,1.739300,265.000000,0.000000,0.120000,10604521
K02798.01,CANDIDATE,0.916139,132.023700,1.103900,107.000000,0.000000,0.310000,6697756
K02799.01,FALSE POSITIVE,0.597934,131.954390,2.075900,306.000000,0.000000,0.180000,5649833
K02800.01,FALSE POSITIVE,2.696392,132.987400,3.663800,143.000000,0.000000,0.150000,10518399
K02801.01,CANDIDATE,6.992042,138.052100,4.792600,33.000000,0.000000,0.950000,5905822
K02802.01,CANDIDATE,3.848208,131.920300,2.003300,226.000000,0.000000,0.440000,5775129
K02803.01,CANDIDATE,2.377522,133.397500,2.292700,32.000000,0.000000,0.370000,9898447
K02804.01,FALSE POSITIVE,2.628385,131.621200,3.181800,119.000000,0.000000,0.170000,5307568
K02805.01,CANDIDATE,1.877872,132.264000,2.376300,50.000000,0.000000,0.130000,11135308
K02806.01,CANDIDATE,24.754500,140.202500,3.509000,604.000000,0.000000,0.920000,7047824
K02807.01,CANDIDATE,3.375727,134.210600,1.321900,179.000000,0.000000,0.980000,2985587
K02808.01,FALSE POSITIVE,0.596092,131.818360,0.880100,130.000000,0.000000,0.880000,3730335
K02809.01,FALSE POSITIVE,7.126783,137.430400,3.731800,164.000000,0.000000,0.030000,7428316
K02810.01,FALSE POSITIVE,0.661742,131.864600,2.654000,207.000000,0.000000,0.020000,10275766
K02810.02,FALSE POSITIVE,354.963000,156.993000,15.680500,438.000000,0.000000,0.760000,10275766
K02811.01,FALSE POSITIVE,1.354774,131.641400,1.671800,367.000000,0.000000,0.070000,6370120
K02812.01,CANDIDATE,76.614700,153.789000,10.024600,448.000000,0.000000,0.880000,2442448
K02813.01,CANDIDATE,0.698459,131.852100,0.913900,137.000000,0.000000,0.910000,11197853
K02814.01,FALSE POSITIVE,0.475068,131.819700,0.973500,121.000000,0.000000,0.410000,4479633
