kepoi_name,disposition,period,time0bk,duration,depth,ingress,impact,kepid
K01096.01,CANDIDATE,414.000000,315.330000,7.046400,8640.000000,0.000000,0.928000,3230491
K01097.01,FALSE POSITIVE,10.911020,142.531500,4.070800,603.000000,0.000000,0.080000,3340070
K01098.01,FALSE POSITIVE,5.489897,134.106400,2.776200,588.000000,0.000000,0.110000,3240706
K01099.01,CANDIDATE,161.526600,198.001500,3.664800,4721.000000,0.000000,0.028700,2853093
K01100.01,FALSE POSITIVE,0.730938,355.902000,2.661300,530.000000,0.000000,0.410000,3228824
K01101.01,CANDIDATE,2.847960,134.818000,1.031300,140.000000,0.000000,0.880000,3245969
K01101.02,CANDIDATE,11.390940,137.706200,2.491100,873.000000,0.000000,0.680000,3245969
K01102.01,CONFIRMED,12.333540,137.579900,5.069200,492.000000,0.000000,0.873000,3231341
K01102.02,CONFIRMED,8.145035,140.574400,4.084200,442.000000,0.000000,0.896000,3231341
K01102.03,CONFIRMED,18.998350,144.745600,3.895300,445.000000,0.000000,0.961000,3231341
K01102.04,CONFIRMED,4.244363,137.068200,3.162600,163.000000,0.000000,0.899000,3231341
K01103.01,CANDIDATE,90.138600,356.192400,12.248100,2740.000000,0.000000,0.834000,2860866
K01104.01,FALSE POSITIVE,0.890109,133.263880,0.708900,504.000000,0.000000,0.650000,2851100
K01105.01,FALSE POSITIVE,5.765698,133.314300,2.812200,421.000000,0.000000,0.040000,3130300
K01106.01,CANDIDATE,7.425992,139.907200,4.008400,549.000000,0.000000,0.640000,3240158
K01106.02,CANDIDATE,15.984670,137.661100,5.216400,425.000000,0.000000,0.630000,3240158
K01107.01,FALSE POSITIVE,0.730900,133.685000,2.886200,223.000000,0.000000,1.383100,3228959
K01108.01,CANDIDATE,18.925320,149.494500,3.967700,677.000000,0.000000,0.826000,3218908
K01108.02,CANDIDATE,1.475316,131.835600,2.336300,145.000000,0.000000,0.580000,3218908
K01108.03,FALSE POSITIVE,4.152386,134.591600,2.871500,207.000000,0.000000,0.710000,3218908
K01109.01,FALSE POSITIVE,6.721080,134.778000,7.464500,93.000000,0.000000,0.824000,3235672
K01110.01,CANDIDATE,8.734770,135.085600,4.492100,279.000000,0.000000,0.020000,2837111
K01111.01,FALSE POSITIVE,10.265510,136.495600,3.628400,396.000000,0.000000,0.210000,3120276
K01112.01,CANDIDATE,37.810620,158.349300,8.907700,438.000000,0.000000,0.423000,3109930
K01113.01,CONFIRMED,25.934160,149.760800,5.509000,434.000000,0.000000,0.941000,2854914
K01113.02,CONFIRMED,83.442100,158.696500,8.085300,513.000000,0.000000,0.944000,2854914
K01114.01,FALSE POSITIVE,7.047134,139.795400,2.379400,308.000000,0.000000,0.630000,3337425
K01115.01,CANDIDATE,12.991780,136.323700,6.100400,260.000000,0.000000,0.740000,3116412
K01116.01,CANDIDATE,3.749103,135.108200,1.754900,181.000000,0.000000,0.790000,2849805
K01117.01,CANDIDATE,11.089420,141.764300,6.360700,161.000000,0.000000,0.768000,3114811
K01118.01,CANDIDATE,7.373009,137.605100,1.927500,212.000000,0.000000,0.990000,2853446
K01119.01,FALSE POSITIVE,7.244812,139.102800,2.578000,63.000000,0.000000,0.030000,3003992
K01119.02,FALSE POSITIVE,13.554810,139.817900,2.448800,58.000000,0.000000,0.670000,3003992
K01120.01,FALSE POSITIVE,29.743977,157.420600,26.083700,174683.000000,0.000000,0.000000,6307537
K01121.01,FALSE POSITIVE,14.154027,140.698050,4.017700,60947.000000,0.000000,1.310000,6359798
K01122.01,FALSE POSITIVE,0.844786,134.216070,3.507000,3400.000000,0.000000,1.321300,6311681
K01123.01,FALSE POSITIVE,0.848485,133.584100,1.118800,1941.000000,0.000000,0.980000,6365321
K01124.01,FALSE POSITIVE,11.990972,143.283000,4.245000,1962.000000,0.000000,1.070000,6301035
K01125.01,FALSE POSITIVE,7.814844,357.519310,2.478500,1998.000000,0.000000,0.940000,6292162
K01126.01,FALSE POSITIVE,29.745160,157.387500,20.206000,915.000000,0.000000,0.930000,6307521
K01127.01,CONFIRMED,5.326679,357.124300,3.713000,616.000000,0.000000,0.907000,6359320
K01127.02,CONFIRMED,8.128100,358.681000,4.147900,251.000000,0.000000,0.902000,6359320
K01127.03,CANDIDATE,2.836780,353.806000,3.022600,167.000000,0.000000,0.896000,6359320
K01128.01,CANDIDATE,0.974876,133.073380,1.768200,200.000000,0.000000,0.820000,6362874
K01129.01,CANDIDATE,4.897134,133.405100,2.010200,326.000000,0.000000,0.810000,6272413
K01130.01,FALSE POSITIVE,2.757792,135.232550,2.450500,41448.000000,0.000000,0.804000,8279765
K01131.01,FALSE POSITIVE,0.696120,354.775500,6.776100,11563.000000,0.000000,1.381300,8435247
K01132.01,FALSE POSITIVE,1.914158,134.644300,2.917500,8807.000000,0.000000,0.900000,8330548
K01132.02,FALSE POSITIVE,0.957084,131.770622,2.793830,8587.500000,1.125300,0.910560,8330548
K01133.01,FALSE POSITIVE,5.251919,357.321380,4.185200,16620.000000,0.000000,1.050000,8374494
K01134.01,FALSE POSITIVE,200.608430,277.058100,7.520300,16279.000000,0.000000,1.020000,8414907
K01134.02,FALSE POSITIVE,200.611030,456.844400,7.130000,7283.000000,0.000000,0.920000,8414907
K01135.01,FALSE POSITIVE,0.986621,448.593260,3.607800,2190.000000,0.000000,1.305000,8397446
K01136.01,FALSE POSITIVE,1.634848,134.506700,6.108700,1504.000000,0.000000,1.281900,8386035
K01137.01,CANDIDATE,302.388732,309.186120,8.443200,15600.000000,0.000000,1.330000,8332986
K01138.01,FALSE POSITIVE,31.828187,366.703350,2.836800,4800.000000,0.000000,1.290000,8415745
K01139.01,FALSE POSITIVE,3.629441,134.700750,4.566100,793.000000,0.000000,0.016000,8378634
K01140.01,FALSE POSITIVE,0.553260,133.447220,0.697500,1196.000000,0.000000,0.720000,8397675
K01141.01,CANDIDATE,5.728256,135.171800,2.078900,663.000000,0.000000,0.830000,8346392
K01142.01,CANDIDATE,3.755770,133.429500,2.271400,445.000000,0.000000,0.720000,8288947
K01143.01,FALSE POSITIVE,7.440431,134.762800,2.458400,900.000000,0.000000,0.350000,8312852
K01144.01,FALSE POSITIVE,2.441978,134.578000,3.120200,266.000000,0.000000,0.915000,8302450
K01145.01,CANDIDATE,30.583960,162.910300,6.151000,540.000000,0.000000,0.920300,8313667
K01146.01,CANDIDATE,7.097028,136.347900,2.094600,388.000000,0.000000,0.820000,8351704
K01147.01,FALSE POSITIVE,2.682771,134.252500,3.036800,130.000000,0.000000,0.030000,8299955
K01148.01,CONFIRMED,11.476130,135.393200,4.934900,179.000000,0.000000,0.766000,8410727
K01148.02,CONFIRMED,25.262900,134.205000,5.238400,119.000000,0.000000,0.854000,8410727
K01149.01,FALSE POSITIVE,7.168827,136.238270,1.289000,93.000000,0.000000,0.914900,8349405
K01150.01,CANDIDATE,0.677391,133.939300,2.199700,74.000000,0.000000,0.864000,8278371
K01151.01,CONFIRMED,10.435490,134.821000,3.550900,218.000000,0.000000,0.510000,8280511
K01151.02,CONFIRMED,7.411038,135.743900,3.426000,140.000000,0.000000,0.350000,8280511
K01151.03,CANDIDATE,5.249480,135.483000,2.857600,48.000000,0.000000,0.480000,8280511
K01151.04,CANDIDATE,17.453305,146.657520,3.861000,84.420000,0.065000,0.690000,8280511
K01151.05,CANDIDATE,21.720317,134.781870,3.153000,104.000000,0.061000,0.700000,8280511
K01152.01,FALSE POSITIVE,4.722256,178.242540,3.423600,86833.000000,0.000000,0.445000,10287248
K01153.01,FALSE POSITIVE,0.635070,134.020120,1.595700,36543.000000,0.000000,0.792000,10351767
K01154.01,FALSE POSITIVE,6.810823,136.046240,7.721000,14570.000000,0.000000,0.314000,10295951
K01155.01,FALSE POSITIVE,0.933747,133.386780,7.072500,4000.000000,0.000000,1.330400,10342041
K01156.01,FALSE POSITIVE,1.872422,134.365130,1.404300,3279.000000,0.000000,0.920000,10514770
K01157.01,FALSE POSITIVE,0.933746,133.387260,6.997400,1996.000000,0.000000,1.295800,10342065
K01158.01,FALSE POSITIVE,6.471796,356.384100,6.896100,570.000000,0.000000,0.670000,10352945
K01159.01,CANDIDATE,64.616350,166.149300,5.667400,2411.000000,0.000000,0.887000,10354039
K01160.01,CANDIDATE,13.214150,140.583900,3.554800,1090.000000,0.000000,0.850000,10330115
K01161.01,CONFIRMED,6.057428,135.919900,3.786300,373.000000,0.000000,0.570000,10426656
K01161.02,CONFIRMED,10.937110,136.988600,2.959000,420.000000,0.000000,0.867000,10426656
K01161.03,CONFIRMED,2.971365,134.387300,2.693700,200.000000,0.000000,0.670000,10426656
K01162.01,CANDIDATE,158.692400,173.938300,12.564500,934.000000,0.000000,0.875600,10528068
K01163.01,CONFIRMED,2.936497,135.720400,1.740300,347.000000,0.000000,0.710000,10468940
K01163.02,CONFIRMED,8.014957,134.833500,3.233300,332.000000,0.000000,0.310000,10468940
K01164.01,FALSE POSITIVE,0.933754,133.384500,4.140300,457.000000,0.000000,0.018000,10341831
K01165.01,CANDIDATE,7.053943,136.356500,1.803500,523.000000,0.000000,0.920000,10337517
K01165.02,CANDIDATE,4.292800,134.781600,2.637100,74.000000,0.000000,0.640000,10337517
K01166.01,CANDIDATE,7.674780,133.219600,1.529600,509.000000,0.000000,0.870000,10351231
K01167.01,FALSE POSITIVE,0.445275,133.971290,2.021600,224.000000,0.000000,0.160000,10485179
K01168.01,CANDIDATE,432.090000,228.481000,21.436800,392.000000,0.000000,0.430000,10460629
K01169.01,CANDIDATE,0.689204,133.287380,1.642400,196.000000,0.000000,0.607000,10319385
K01170.01,CANDIDATE,7.343692,137.300600,1.129600,553.000000,0.000000,0.480000,10482160
K01171.01,FALSE POSITIVE,0.445277,133.522700,2.017800,174.000000,0.000000,0.560000,10485069
K01172.01,FALSE POSITIVE,0.933755,134.316900,4.271600,220.000000,0.000000,0.030000,10341913
K01173.01,FALSE POSITIVE,2.037447,133.594800,3.570800,130.000000,0.000000,0.020000,10480921
K01174.01,CANDIDATE,330.000000,393.599500,9.302400,1399.000000,0.000000,0.730000,10287723
K01175.01,CANDIDATE,31.593340,142.975000,12.688500,142.000000,0.000000,0.020000,10350571
K01175.02,CANDIDATE,17.157140,133.687700,10.323000,101.000000,0.000000,0.060000,10350571
K01176.01,CANDIDATE,1.973761,178.688694,1.819500,27998.000000,0.000000,0.025000,3749365
K01177.01,FALSE POSITIVE,3.305579,180.680550,2.068500,19199.000000,0.000000,1.020000,3547091
K01178.01,FALSE POSITIVE,4.800651,134.364570,7.722500,15578.000000,0.000000,0.760000,3869825
K01179.01,FALSE POSITIVE,15.066534,140.652290,4.830500,29729.000000,0.000000,0.930000,3655332
K01180.01,FALSE POSITIVE,34.820052,163.015620,10.327500,20083.000000,0.000000,0.640000,4042026
K01181.01,FALSE POSITIVE,0.651784,133.110670,1.486500,5848.000000,0.000000,0.919000,3344419
K01182.01,FALSE POSITIVE,11.116204,133.099340,2.607000,5729.000000,0.000000,0.960000,3865567
K01183.01,FALSE POSITIVE,1.922861,134.657980,2.694100,2517.000000,0.000000,0.990000,3544689
K01184.01,FALSE POSITIVE,0.635446,134.182700,1.248000,3614.000000,0.000000,0.926000,4037164
K01185.01,FALSE POSITIVE,1.665785,133.862200,1.519800,1927.000000,0.000000,1.000000,3443790
K01186.01,FALSE POSITIVE,55.665820,156.337400,15.695600,1953.000000,0.000000,0.900000,3966912
K01187.01,FALSE POSITIVE,0.370529,133.798190,0.793800,1901.000000,0.000000,0.350000,3848972
K01188.01,FALSE POSITIVE,2.988088,133.271400,2.558800,815.000000,0.000000,0.390000,3860441
K01189.01,FALSE POSITIVE,2.783884,133.227080,1.831100,933.000000,0.000000,0.990000,3765771
K01190.01,FALSE POSITIVE,0.393728,178.586210,2.120000,874.000000,0.000000,1.258000,3557341
K01191.01,CANDIDATE,8.172480,361.198100,3.850800,854.000000,0.000000,0.942000,3859628
K01192.01,CANDIDATE,2015.635290,176.111100,25.042000,7140.000000,0.000000,1.336000,3644071
K01192.02,FALSE POSITIVE,358.990849,295.861490,31.012000,5375.400000,10.850000,0.913980,3644071
K01193.01,CANDIDATE,119.062850,149.220400,3.084600,5270.000000,0.000000,0.947000,3942446
K01194.01,CONFIRMED,8.707780,363.061000,2.455300,948.000000,0.000000,0.620000,3554031
K01194.02,CANDIDATE,14.862970,354.564000,2.963800,562.000000,0.000000,0.600000,3554031
K01194.03,CONFIRMED,4.176366,352.995400,2.228100,369.000000,0.000000,0.360000,3554031
K01195.01,FALSE POSITIVE,119.680000,415.464000,14.467000,4567.000000,0.000000,1.210000,3644523
K01196.01,FALSE POSITIVE,3.982164,135.526600,2.258900,452.000000,0.000000,0.080000,3348082
K01196.02,CONFIRMED,11.634920,140.497330,5.518000,326.700000,0.172000,0.670000,3348082
K01196.03,CONFIRMED,33.198347,142.093490,4.590000,372.600000,0.100000,0.400000,3348082
K01197.01,FALSE POSITIVE,0.643794,133.983800,1.085000,507.000000,0.000000,0.810000,3853673
K01198.01,CONFIRMED,16.088210,139.495600,5.751700,627.000000,0.000000,0.040000,3447722
K01198.02,CONFIRMED,10.301090,142.727800,4.925700,277.000000,0.000000,0.010000,3447722
K01198.03,CONFIRMED,35.675600,145.039000,5.774400,542.000000,0.000000,0.650000,3447722
K01198.04,CANDIDATE,1.008617,132.109500,0.908300,110.000000,0.000000,0.933000,3447722
K01199.01,CANDIDATE,53.529390,147.864000,5.680500,1033.000000,0.000000,0.540000,3859079
K01200.01,FALSE POSITIVE,0.393726,133.309880,2.223100,480.000000,0.000000,1.222700,3557493
K01201.01,CANDIDATE,2.757567,133.052300,1.007000,555.000000,0.000000,0.400000,4061149
K01202.01,CANDIDATE,0.928297,133.805600,1.251600,440.000000,0.000000,0.490000,3444588
K01203.01,CONFIRMED,31.882930,160.215400,5.377900,917.000000,0.000000,0.400000,3962243
K01203.02,CONFIRMED,14.128430,142.897400,3.620700,603.000000,0.000000,0.590000,3962243
K01203.03,CONFIRMED,48.654100,172.087200,3.819200,659.000000,0.000000,0.840000,3962243
K01204.01,CANDIDATE,8.398110,136.329200,6.224200,302.000000,0.000000,0.804000,3438507
K01205.01,CANDIDATE,8.638450,139.948400,5.661300,384.000000,0.000000,0.860000,3869014
K01206.01,CANDIDATE,1548.000000,448.471900,33.542000,1312.000000,0.000000,0.898000,3756801
K01207.01,CANDIDATE,13.734680,142.328800,2.432900,858.000000,0.000000,0.800000,3732821
K01208.01,CANDIDATE,288.882400,249.440900,7.685600,3239.000000,0.000000,0.240000,3962440
K01209.01,CANDIDATE,272.070000,378.140600,3.955600,5378.000000,0.000000,0.924000,3534076
K01210.01,CANDIDATE,14.554260,134.107400,5.986100,311.000000,0.000000,0.863000,3962357
K01211.01,FALSE POSITIVE,3.003609,135.644600,3.924700,163.000000,0.000000,0.130000,3858704
K01212.01,CANDIDATE,11.301180,134.920300,3.881200,303.000000,0.000000,0.220000,3749134
K01213.01,FALSE POSITIVE,0.796713,133.086600,2.705500,136.000000,0.000000,0.024000,3556220
K01214.01,CANDIDATE,4.241499,133.458000,3.019000,168.000000,0.000000,0.250000,3660924
K01215.01,CONFIRMED,17.324400,142.097100,8.333000,226.000000,0.000000,0.899000,3939150
K01215.02,CONFIRMED,33.005900,145.389900,8.142200,265.000000,0.000000,0.947000,3939150
K01216.01,CANDIDATE,11.131270,134.365700,4.133200,212.000000,0.000000,0.670000,3839488
K01217.01,FALSE POSITIVE,3.471412,133.744300,3.721900,114.000000,0.000000,0.030000,3542588
K01218.01,CANDIDATE,29.619810,133.675900,5.267800,328.000000,0.000000,0.902000,3442055
K01219.01,FALSE POSITIVE,3.503760,134.683000,3.164000,63.000000,0.000000,0.560000,3440861
K01220.01,CANDIDATE,6.400954,136.876800,2.621300,141.000000,0.000000,0.110000,4043190
K01221.01,CONFIRMED,30.160120,138.514500,7.757500,200.000000,0.000000,0.825000,3640905
K01221.02,CONFIRMED,51.080200,152.342000,11.429200,128.000000,0.000000,0.699000,3640905
K01222.01,FALSE POSITIVE,4.285530,134.498000,3.270200,43.000000,0.000000,0.700000,4060815
K01223.01,FALSE POSITIVE,7.388833,133.933690,4.919700,13033.000000,0.000000,0.788000,6613006
K01224.01,FALSE POSITIVE,2.698020,136.332200,5.798600,6754.000000,0.000000,0.213900,6606653
K01225.01,FALSE POSITIVE,1.714275,133.315090,1.817700,30746.000000,0.000000,1.150000,6620003
K01226.01,CANDIDATE,137.759611,173.163880,9.074600,81176.000000,0.000000,0.955000,6621116
K01227.01,CANDIDATE,2.155278,133.575560,2.178300,21330.000000,0.000000,1.110000,6629332
K01228.01,FALSE POSITIVE,3.661327,135.269160,2.409200,18539.000000,0.000000,0.803000,6387450
K01229.01,FALSE POSITIVE,0.769738,133.296580,2.499100,12002.000000,0.000000,1.361000,6432059
K01230.01,FALSE POSITIVE,165.721060,214.056300,27.259100,6998.000000,0.000000,0.721600,6470149
K01231.01,FALSE POSITIVE,22.342931,155.085200,6.747400,3038.000000,0.000000,0.420000,6462874
K01232.01,CANDIDATE,119.407800,232.648850,9.277400,18427.000000,0.000000,0.956000,6665223
K01233.01,FALSE POSITIVE,1.171537,178.596650,1.231400,1433.000000,0.000000,0.560000,6545358
K01234.01,FALSE POSITIVE,0.973546,133.498260,1.594400,1549.000000,0.000000,0.520000,6390824
K01235.01,FALSE POSITIVE,3.053560,133.881100,2.446000,466.000000,0.000000,0.080000,6546528
K01236.01,CONFIRMED,35.741130,151.061200,8.141700,876.000000,0.000000,0.863900,6677841
K01236.02,CONFIRMED,12.309717,137.684000,5.795000,347.000000,0.000000,0.845500,6677841
K01236.03,CONFIRMED,54.399500,148.879900,7.778000,449.000000,0.000000,0.909800,6677841
K01237.01,FALSE POSITIVE,14.324336,364.384700,3.597500,1737.000000,0.000000,0.013000,6531491
K01238.01,CANDIDATE,27.072590,139.105700,7.014200,507.000000,0.000000,0.020000,6383821
K01239.01,CANDIDATE,0.783283,355.945600,1.860400,232.000000,0.000000,0.700000,6607286
K01239.02,CANDIDATE,3.174067,357.056100,2.359700,257.000000,0.000000,0.810000,6607286
K01240.01,CONFIRMED,2.139564,133.651700,2.061700,271.000000,0.000000,0.240000,6690082
K01240.02,CONFIRMED,4.807078,134.641000,1.019000,465.000000,0.000000,0.956000,6690082
K01241.01,CONFIRMED,21.405050,147.092800,11.079700,399.000000,0.000000,0.919000,6448890
K01241.02,CONFIRMED,10.503430,135.558900,13.540100,126.000000,0.000000,0.741000,6448890
K01242.01,CANDIDATE,99.643570,283.237300,5.219800,3249.000000,0.000000,1.370000,6607447
K01243.01,FALSE POSITIVE,3.125809,356.413000,1.915800,240.000000,0.000000,0.230000,6677256
K01244.01,FALSE POSITIVE,10.804910,134.094400,2.916400,291.000000,0.000000,0.140000,6692833
K01245.01,CANDIDATE,13.719900,140.733100,5.495800,308.000000,0.000000,0.694000,6693640
K01246.01,CANDIDATE,19.037070,148.553600,4.143400,362.000000,0.000000,0.957000,6441738
K01247.01,FALSE POSITIVE,2.739874,134.549700,3.846300,21303.000000,0.000000,0.687000,8801343
K01248.01,FALSE POSITIVE,5.801877,357.453060,3.608200,41498.000000,0.000000,0.781000,8488878
K01249.01,FALSE POSITIVE,85.340880,386.211090,10.593400,43580.000000,0.000000,0.864000,8560285
K01250.01,FALSE POSITIVE,0.782046,134.020720,1.491100,15962.000000,0.000000,1.000000,8620565
K01250.02,FALSE POSITIVE,1.213677,131.948494,1.500000,1408.470000,0.050504,0.100000,8620565
K01251.01,FALSE POSITIVE,0.576080,134.105210,1.233100,9769.000000,0.000000,1.050000,8616873
K01252.01,FALSE POSITIVE,0.885750,134.483590,3.766900,5136.000000,0.000000,0.952100,8737796
K01253.01,FALSE POSITIVE,3.611528,357.253000,6.219000,2944.000000,0.000000,1.010000,8462258
K01254.01,FALSE POSITIVE,5.082748,137.257600,6.049200,1753.000000,0.000000,0.750000,8454250
K01255.01,FALSE POSITIVE,78.925090,429.375400,7.584200,11269.000000,0.000000,0.576000,8494263
K01256.01,FALSE POSITIVE,9.991624,137.447380,3.040300,3493.000000,0.000000,1.140000,8848271
K01257.01,CONFIRMED,86.647740,173.793410,4.250300,7248.000000,0.000000,0.020000,8751933
K01258.01,CONFIRMED,36.337670,160.396900,6.766500,2863.000000,0.000000,0.782000,8630788
K01258.02,CONFIRMED,14.646130,136.520800,5.635000,620.000000,0.000000,0.645000,8630788
K01258.03,CANDIDATE,148.268200,138.011000,5.443200,1824.000000,0.000000,1.140000,8630788
K01259.01,FALSE POSITIVE,1.506504,178.185320,3.172600,772.000000,0.000000,0.027000,8823426
K01260.01,FALSE POSITIVE,5.297185,177.956300,4.022300,835.000000,0.000000,0.020000,8766222
K01261.01,CANDIDATE,133.461000,216.040800,11.941500,5192.000000,0.000000,0.629000,8678594
K01261.02,CANDIDATE,15.194710,142.731400,3.275200,337.000000,0.000000,0.895000,8678594
K01262.01,FALSE POSITIVE,14.170980,359.829150,3.558900,2912.000000,0.000000,0.720000,8703884
K01263.01,FALSE POSITIVE,31.973350,133.864100,9.438800,1297.000000,0.000000,1.030000,8560840
K01264.01,CANDIDATE,14.131790,142.259000,3.972200,1053.000000,0.000000,0.883000,8612847
K01265.01,FALSE POSITIVE,1.061934,133.847590,2.223700,434.000000,0.000000,0.280000,8552583
K01266.01,CANDIDATE,11.419267,137.666900,4.220800,927.000000,0.000000,0.799000,8547140
K01267.01,FALSE POSITIVE,5.938207,136.528400,1.888900,789.000000,0.000000,0.970000,8519253
K01268.01,CANDIDATE,268.942400,360.070240,5.707600,9700.000000,0.000000,0.795000,8813698
K01269.01,FALSE POSITIVE,0.655002,133.175620,1.325800,398.000000,0.000000,0.710000,8757910
K01270.01,CONFIRMED,5.729319,138.558400,1.118500,855.000000,0.000000,0.580000,8564587
K01270.02,CONFIRMED,11.609257,133.990800,1.707400,482.000000,0.000000,0.020000,8564587
K01271.01,CANDIDATE,161.859320,279.270900,9.901600,4766.000000,0.000000,0.691100,8631160
K01272.01,FALSE POSITIVE,0.530968,133.848430,2.341200,216.000000,0.000000,0.030000,8552498
K01273.01,CANDIDATE,40.054880,169.948100,5.763800,1062.000000,0.000000,0.952000,8806072
K01274.01,CANDIDATE,362.000000,492.767600,16.728300,2970.000000,0.000000,0.778000,8800954
K01275.01,CANDIDATE,50.285780,167.634700,6.376300,1100.000000,0.000000,0.490000,8583696
K01276.01,CANDIDATE,22.789830,138.690800,5.251000,587.000000,0.000000,0.500000,8804283
K01276.02,CANDIDATE,13.261070,139.091800,4.023000,208.000000,0.000000,0.600000,8804283
K01277.01,FALSE POSITIVE,1.061931,133.850710,2.145900,173.000000,0.000000,0.490000,8552565
K01278.01,CONFIRMED,24.804460,145.100500,5.542800,514.000000,0.000000,0.763000,8609450
K01278.02,CONFIRMED,44.347130,161.318400,6.641700,803.000000,0.000000,0.778000,8609450
K01278.03,CONFIRMED,9.221230,138.001000,3.672100,134.000000,0.000000,0.795000,8609450
K01278.04,CONFIRMED,13.638940,141.765000,5.348300,159.000000,0.000000,0.620000,8609450
K01279.01,CANDIDATE,14.374380,138.206500,4.797800,300.000000,0.000000,0.400000,8628758
K01279.02,CANDIDATE,9.651900,132.154000,4.421600,91.000000,0.000000,0.230000,8628758
K01280.01,FALSE POSITIVE,6.099000,135.521700,3.732400,216.000000,0.000000,0.031000,8509361
K01281.01,CANDIDATE,49.477790,141.826200,2.647400,519.000000,0.000000,0.300000,8742590
K01282.01,CANDIDATE,30.863920,162.880800,8.362300,245.000000,0.000000,0.031200,8822366
K01283.01,CANDIDATE,8.092140,138.041800,5.943200,64.000000,0.000000,0.799000,8700771
K01284.01,FALSE POSITIVE,3.117089,134.683920,3.072800,11647.000000,0.000000,1.380000,10960993
K01285.01,FALSE POSITIVE,0.937444,134.718520,1.938800,4971.000000,0.000000,0.760000,10599397
K01286.01,FALSE POSITIVE,0.668484,178.280430,1.539000,3803.000000,0.000000,0.960000,10879208
K01287.01,FALSE POSITIVE,4.429632,355.143480,2.644900,4822.000000,0.000000,1.090000,10843203
K01288.01,CANDIDATE,117.931190,219.703310,5.764100,8497.000000,0.000000,0.560000,10790387
K01289.01,FALSE POSITIVE,4.887806,354.539000,2.448500,13062.000000,0.000000,0.031000,10748393
K01290.01,FALSE POSITIVE,11.973597,144.779190,3.280500,3696.000000,0.000000,1.160000,10874226
K01291.01,FALSE POSITIVE,1.231364,133.035860,5.226700,1244.000000,0.000000,0.961700,10661771
K01292.01,FALSE POSITIVE,2.102415,134.394290,1.321400,1876.000000,0.000000,0.990000,10924853
K01293.01,FALSE POSITIVE,11.703104,133.721060,1.911500,4370.000000,0.000000,1.230000,10874926
K01294.01,FALSE POSITIVE,9.089381,139.082500,4.581400,926.000000,0.000000,0.031000,10549562
K01295.01,FALSE POSITIVE,1.577800,133.307240,1.609700,736.000000,0.000000,0.190000,10666230
K01296.01,FALSE POSITIVE,2.380863,135.324620,4.064500,34794.000000,0.000000,0.619000,10971674
K01297.01,FALSE POSITIVE,1.031095,133.938100,2.144600,343.000000,0.000000,0.110000,10676923
K01298.01,CONFIRMED,11.008121,143.227100,2.376000,1404.000000,0.000000,0.936000,10604335
K01298.02,CONFIRMED,92.738800,173.315000,6.737800,1071.000000,0.000000,0.810000,10604335
K01299.01,CANDIDATE,52.501280,171.518100,14.795100,914.000000,0.000000,0.038000,10864656
K01300.01,CANDIDATE,0.631330,133.944640,1.087500,450.000000,0.000000,0.450000,10975146
K01301.01,CONFIRMED,12.699060,184.988200,2.674100,833.000000,0.000000,0.716000,10538176
K01301.02,CONFIRMED,37.513910,189.304700,5.327000,841.000000,0.000000,0.029600,10538176
K01302.01,CANDIDATE,55.637650,187.558800,6.997900,863.000000,0.000000,0.410000,10724369
K01303.01,CANDIDATE,34.298340,143.661000,19.194200,786.000000,0.000000,0.666000,10867062
K01304.01,CANDIDATE,4.597310,136.476900,2.904600,280.000000,0.000000,0.330000,10744335
K01305.01,CONFIRMED,2.633893,134.559500,2.163500,271.000000,0.000000,0.480000,10730034
K01305.02,CONFIRMED,6.186770,136.632000,2.824700,214.000000,0.000000,0.500000,10730034
K01306.01,CONFIRMED,1.796311,133.335200,1.783700,205.000000,0.000000,0.150000,10858691
K01306.02,CONFIRMED,3.468052,136.007900,2.239600,260.000000,0.000000,0.070000,10858691
K01306.03,CONFIRMED,5.914256,133.489700,2.563500,247.000000,0.000000,0.300000,10858691
K01306.04,CONFIRMED,29.221440,139.327900,4.026100,353.000000,0.000000,0.480000,10858691
K01307.01,CONFIRMED,44.851990,172.461600,3.533400,785.000000,0.000000,0.780000,10973814
K01307.02,CONFIRMED,20.342290,137.696000,2.318700,516.000000,0.000000,0.850000,10973814
K01308.01,CANDIDATE,23.584610,145.955400,5.834100,408.000000,0.000000,0.859000,10586208
K01309.01,CANDIDATE,10.117121,137.445100,4.906500,300.000000,0.000000,0.848000,10854768
K01310.01,CANDIDATE,19.129620,139.434400,3.456100,460.000000,0.000000,0.640000,10964440
K01310.02,CANDIDATE,144.692770,256.301200,8.170000,452.800000,0.280000,0.650000,10964440
K01311.01,CANDIDATE,83.577520,202.460000,8.016900,648.000000,0.000000,0.912000,10713616
K01312.01,CANDIDATE,6.146918,135.075800,3.442700,237.000000,0.000000,0.200000,10963242
K01312.02,FALSE POSITIVE,31.246110,138.460000,4.762700,152.000000,0.000000,0.620000,10963242
K01313.01,FALSE POSITIVE,0.522458,133.750470,0.861200,147.000000,0.000000,0.930000,10785538
K01314.01,CANDIDATE,8.575070,140.135600,8.630300,173.000000,0.000000,0.351000,10585852
K01315.01,CANDIDATE,6.846337,133.763600,3.432300,153.000000,0.000000,0.560000,10928043
K01316.01,CANDIDATE,7.649510,138.340100,6.453900,60.000000,0.000000,0.571000,10794087
K01316.02,CANDIDATE,12.376790,143.379000,3.850000,43.000000,0.000000,0.915000,10794087
